"","State","City","Year","Month","median_NO2","median_SO2","median_CO","median_O3"
"4568","Kansas","Kansas City",2001,9,38,5.640095,7.1784881375,29
"4569","Kansas","Kansas City",2001,10,34,4.04195,12.835211225,27
"4570","Kansas","Kansas City",2001,11,31,5.26168,8.449586225,21
"4571","Kansas","Kansas City",2001,12,32,10.62205,16.444242525,19
"4572","Kansas","Kansas City",2002,1,32,10.05499,13.847288775,17
"4573","Kansas","Kansas City",2002,2,35.5,9.90069,17.160625,27.5
"4574","Kansas","Kansas City",2002,3,39,11.68748,18.86782835,31
"4575","Kansas","Kansas City",2002,4,26,7.9317031064,9.4496368625,34.5
"4576","Kansas","Kansas City",2002,5,31,8.74802,6.64727115,41
"4577","Kansas","Kansas City",2002,6,25.5,7.76657,5.20859375,47
"4578","Kansas","Kansas City",2002,7,32,8.35381,9.401461225,51
"4579","Kansas","Kansas City",2002,8,36,9.35381,11.738851275,43
"4580","Kansas","Kansas City",2002,9,34,11.805805,10.0490625,42.5
"4581","Kansas","Kansas City",2002,10,28,9.63734,15.726875,20
"4582","Kansas","Kansas City",2002,11,31.5,11.544085,23.73609375,17.5
"4583","Kansas","Kansas City",2002,12,27,11.81508,26.45,16
"4584","Kansas","Kansas City",2003,1,30,13.12042,15.606351275,20
"4585","Kansas","Kansas City",2003,2,33,13.55662,15.44375,22
"4586","Kansas","Kansas City",2003,3,36,7.2274796596,0.543659775,34
"4587","Kansas","Kansas City",2003,4,17,6.15589,-0.165,28
"4588","Kansas","Kansas City",2003,5,22,16.86033,0.588023725,84
"4589","Kansas","Kansas City",2003,6,35.5,12.908335,3.214586225,45.5
"4590","Kansas","Kansas City",2003,7,26,10.53155,8.389375,50
"4591","Kansas","Kansas City",2003,8,37,15.33526,14.973851275,58
"4592","Kansas","Kansas City",2003,9,30,9.04521,4.8441131375,33.5
"4593","Kansas","Kansas City",2003,10,34.5,9.06702,4.301929975,25.5
"4594","Kansas","Kansas City",2003,11,29,8.08883,6.7146368625,15
"4595","Kansas","Kansas City",2003,12,29,10.42087,11.9496875,19
"4596","Kansas","Kansas City",2004,1,28,10.35381,5.220625,19
"4597","Kansas","Kansas City",2004,2,36,14.07517,7.278177875,29
"4598","Kansas","Kansas City",2004,3,32,11.22621,10.552086225,29
"4599","Kansas","Kansas City",2004,4,33.5,9.455215,13.0280193875,39
"4600","Kansas","Kansas City",2004,5,25,7.02014,4.756773725,37
"4601","Kansas","Kansas City",2004,6,24.5,3.997515,5.943538775,36
"4602","Kansas","Kansas City",2004,7,27,3.99833,8.166461225,40
"4603","Kansas","Kansas City",2004,8,28,6.10901,7.600211225,35
"4604","Kansas","Kansas City",2004,9,30.5,7.1613065532,7.506820025,36.5
"4605","Kansas","Kansas City",2004,10,30,12.66241,6.268851275,25
"4606","Kansas","Kansas City",2004,11,26,11.25128,4.8109375,15
"4607","Kansas","Kansas City",2004,12,26,16.86685,8.786976275,16
"4608","Kansas","Kansas City",2005,1,24,14.15038,11.088226275,15
"4609","Kansas","Kansas City",2005,2,35,7.37399,4.50375,20
"4610","Kansas","Kansas City",2005,3,36,13.59372,3.47852115,31
"4611","Kansas","Kansas City",2005,4,34,7.73141,6.9164568875,39
"4612","Kansas","Kansas City",2005,5,35,7.82711,8.244788775,42
"4613","Kansas","Kansas City",2005,6,35.5,8.671685,7.994788775,42
"4614","Kansas","Kansas City",2005,7,36,7.6590062128,8.678538775,48
"4615","Kansas","Kansas City",2005,8,38,11.11879,6.985726275,39
"4616","Kansas","Kansas City",2005,9,31.5,13.047345,6.2296875,31
"4617","Kansas","Kansas City",2005,10,27,11.92739,7.455625,22
"4618","Kansas","Kansas City",2005,11,31,12.41241,8.0791131375,22.5
"4619","Kansas","Kansas City",2005,12,29,13.93228,11.0159375,13
"4620","Kansas","Kansas City",2006,1,30,16.93554,7.021875,15
"4621","Kansas","Kansas City",2006,2,32,11.96612,9.1657224375,23
"4622","Kansas","Kansas City",2006,3,24,12.4038062128,9.49260945,31
"4623","Kansas","Kansas City",2006,4,33.5,6.53349,6.8893243625,38
"4624","Kansas","Kansas City",2006,5,37,11.05173,7.946195275,46
"4625","Kansas","Kansas City",2006,6,33,11.763,8.9074493625,58
"4626","Kansas","Kansas City",2006,7,26,12.6486062128,4.50375,61
"4627","Kansas","Kansas City",2006,8,26,22.07455,5.4375,43
"4628","Kansas","Kansas City",2006,9,29.5,23.71356,4.4946875,29.5
"4629","Kansas","Kansas City",2006,10,33,16.7423662128,5.901351275,20
"4630","Kansas","Kansas City",2006,11,30.5,7.60218,8.110547,18.5
"4631","Kansas","Kansas City",2006,12,28,9.65589,6.082086225,17
"4632","Kansas","Kansas City",2007,1,27,12.99608,5.286875,22
"4633","Kansas","Kansas City",2007,2,28.5,16.886215,6.2869256375,24.5
"4634","Kansas","Kansas City",2007,3,28,8.59372,7.83022885,29
"4635","Kansas","Kansas City",2007,4,25.5,11.042455,5.3471368625,35.5
"4636","Kansas","Kansas City",2007,5,24,7.43942,5.37125,34
"4637","Kansas","Kansas City",2007,6,23,11.720195,6.3772931125,38
"4638","Kansas","Kansas City",2007,7,26,14.21744,6.305,39
"4639","Kansas","Kansas City",2007,8,25,9.68585,4.973648725,39
"4640","Kansas","Kansas City",2007,9,25.5,14.122578,4.6483318875,32.5
"4641","Kansas","Kansas City",2007,10,27,16.50586,7.082086225,24
"4642","Kansas","Kansas City",2007,11,34.5,9.802545,8.874320025,17
"4643","Kansas","Kansas City",2007,12,31,8.7836337872,11.094273725,18
"4644","Kansas","Kansas City",2008,1,21,14.63183,6.449586225,11
"4645","Kansas","Kansas City",2008,2,49.5,11.25128,7.4375506375,12
"4646","Kansas","Kansas City",2008,3,47,13.36685,7.311038775,13
"4647","Kansas","Kansas City",2008,4,24.5,7.70114,6.57609375,32.5
"4648","Kansas","Kansas City",2008,5,33,9.61879,8.570101275,37
"4649","Kansas","Kansas City",2008,6,26,6.78838,4.967601275,36
"4650","Kansas","Kansas City",2008,7,25,7.54195,2.2446875,42
"4651","Kansas","Kansas City",2008,8,25,13.5049937872,4.9752189,40
"4652","Kansas","Kansas City",2008,9,25,14.60839,6.9134375,31
"4653","Kansas","Kansas City",2008,10,20,18.29265,6.702601275,28
"4654","Kansas","Kansas City",2008,11,24,9.977025,7.29296875,20
"4655","Kansas","Kansas City",2008,12,29,10.65915,5.226663775,22
"4656","Kansas","Kansas City",2009,1,29,15.67545,6.805,25
"4657","Kansas","Kansas City",2009,2,28.5,18.419435,8.642398725,28.5
"4658","Kansas","Kansas City",2009,3,24,6.04358,3.323023725,32
"4659","Kansas","Kansas City",2009,4,27.5,16.574045,3.1800120125,36
"4660","Kansas","Kansas City",2009,5,26,15.76432,2.491663775,42
"4661","Kansas","Kansas City",2009,6,20.5,11.161595,3.720625,40
"4662","Kansas","Kansas City",2009,7,25,15.57843,4.901351275,36
"4663","Kansas","Kansas City",2009,8,17.5,8.24476,1.4826056125,25
"4664","Kansas","Kansas City",2009,9,27,14.65721,4.5218243625,31.5
"4665","Kansas","Kansas City",2009,10,22,16.39518,4.756773725,17
"4666","Kansas","Kansas City",2009,11,23,16.43228,5.81703125,20.5
"4667","Kansas","Kansas City",2009,12,24,10.38214,6.009788775,17
"4668","Kansas","Kansas City",2010,1,29,19.14875,7.594163775,20
"4669","Kansas","Kansas City",2010,2,27,22.979665,7.3110431125,22
"4670","Kansas","Kansas City",2010,3,26,13.31019,7.166461225,26
"4671","Kansas","Kansas City",2010,4,28,14.10839,7.3833318875,36
"4672","Kansas","Kansas City",2010,5,27,6.54521,4.286875,31
"4673","Kansas","Kansas City",2010,6,21.5,13.213365,4.25465605,33.5
"4674","Kansas","Kansas City",2010,7,19,16.00423,6.305,31
"4675","Kansas","Kansas City",2010,8,23,13.55988,6.883336225,36
"4676","Kansas","Kansas City",2010,9,25,16.64681,10.736742275,25
"4677","Kansas","Kansas City",2010,10,36,15.3405831064,7.4375,25
"4678","Kansas","Kansas City",2010,11,21,20.347175,4.8290625,19
"4679","Kansas","Kansas City",2010,12,29,20.84962,3.0851716,14.5
"4680","Kansas","Not in a city",2000,1,9,3.40946,13.720836225,26
"4681","Kansas","Not in a city",2000,2,7,1.38439,13.106351275,31
"4682","Kansas","Not in a city",2000,3,7,2.19136,10.552086225,36
"4683","Kansas","Not in a city",2000,4,7,1.744255,6.702851875,45
"4684","Kansas","Not in a city",2000,5,4,2.16955,9.16420865,44
"4685","Kansas","Not in a city",2000,6,5.5,1.357535,4.19653718125,40
"4686","Kansas","Not in a city",2000,7,7,1.54878,8.0575312,48
"4687","Kansas","Not in a city",2000,8,5,2.66792,9.329163775,67
"4688","Kansas","Not in a city",2000,9,6,3.38602,8.2245423,51
"4689","Kansas","Not in a city",2000,10,6,1.25353,8.467711225,39
"4690","Kansas","Not in a city",2000,11,10,1.49344,1.814225325,24.5
"4691","Kansas","Not in a city",2000,12,9,2.14774,1.274788775,25
"4692","Kansas","Not in a city",2001,1,9,1.6243,1.853366925,28
"4693","Kansas","Not in a city",2001,2,8,1.88602,1.8832306125,31
"4694","Kansas","Not in a city",2001,3,8,2.53706,2.208538775,39
"4695","Kansas","Not in a city",2001,4,5,2.7148,1.9618087625,41.5
"4696","Kansas","Not in a city",2001,5,4,1.47163,1.238648725,47
"4697","Kansas","Not in a city",2001,6,5,1.133575,1.9916681125,48.5
"4698","Kansas","Not in a city",2001,7,4,1.36258,2.063961225,47
"4699","Kansas","Not in a city",2001,8,5,1.10086,1.5940625,49
"4700","Kansas","Not in a city",2001,9,5,2.2697002908,1.1844256375,43.5
"4701","Kansas","Not in a city",2001,10,5,1.58068,1.07856895,38
"4702","Kansas","Not in a city",2001,11,8.75,1.6325723546,2.56546875,32.5
"4703","Kansas","Not in a city",2001,12,11,0.992625,1.1271875,28.5
"4704","Kansas","Not in a city",2002,1,10,1.829865,0.8952618625,26.5
"4705","Kansas","Not in a city",2002,2,9.5,1.869255,1.1302068875,33.5
"4706","Kansas","Not in a city",2002,3,7,2.04878,1.1121368625,36.5
"4707","Kansas","Not in a city",2002,4,9.25,1.59077,1.0217693875,38
"4708","Kansas","Not in a city",2002,5,4,3.4156906808,1.8109375,38
"4709","Kansas","Not in a city",2002,6,4,0.752715,1.927590225,45
"4710","Kansas","Not in a city",2002,7,4,0.47,1.2025,42
"4711","Kansas","Not in a city",2002,8,5,1.49344,1.383226275,45
"4712","Kansas","Not in a city",2002,9,6,1.20991,1.8290118625,50.5
"4713","Kansas","Not in a city",2002,10,8,0.47,1.919375,24
"4714","Kansas","Not in a city",2002,11,7,1.766065,2.0718164375,24.5
"4715","Kansas","Not in a city",2002,12,8,1.25353,2.100101275,21
"4716","Kansas","Not in a city",2003,1,8,1.95145,2.096822125,25
"4717","Kansas","Not in a city",2003,2,8,3.2661368936,2.2446875,30
"4718","Kansas","Not in a city",2003,3,7,2.526155,2.280836225,37.5
"4719","Kansas","Not in a city",2003,4,4,1.47163,2.2085431125,47.5
"4720","Kansas","Not in a city",2003,5,6,1.1195537872,1.774788775,41
"4721","Kansas","Not in a city",2003,6,5,1.0728184468,1.792867475,47
"4722","Kansas","Not in a city",2003,7,6,1.36258,0.949476275,50
"4723","Kansas","Not in a city",2003,8,7,0.47,1.057913775,58
"4724","Kansas","Not in a city",2003,9,7,1.23172,1.03984375,37
"4725","Kansas","Not in a city",2003,10,8,2.19136,0.985625,36
"4726","Kansas","Not in a city",2003,11,9,2.8875781064,2.0278125,26.5
"4727","Kansas","Not in a city",2003,12,8,3.67118,2.13625,26
"4728","Kansas","Not in a city",2004,1,11,3.51851,2.497711225,22
"4729","Kansas","Not in a city",2004,2,8,4.8372,2.606148725,31
"4730","Kansas","Not in a city",2004,3,4,2.7148,2.57,30
"4731","Kansas","Not in a city",2004,4,4,4.76168,1.7731492,32
"4732","Kansas","Not in a city",2004,5,5,4.17281,0.949476275,31
"4733","Kansas","Not in a city",2004,6,5,2.7148,0.6504577,38
"4734","Kansas","Not in a city",2004,7,4,2.7148,1.232601275,40
"4735","Kansas","Not in a city",2004,8,5,2.7148,0.913336225,39
"4736","Kansas","Not in a city",2004,10,6,1.53706,1.955523725,27
"4737","Kansas","Not in a city",2004,11,5,3.08394,9.7598943875,23
"4738","Kansas","Not in a city",2004,12,6,3.84566,9.835211225,26
"4739","Kansas","Not in a city",2005,1,9,1.03543,3.50375,18
"4740","Kansas","Not in a city",2005,2,6.5,0.47,2.40734375,30
"4741","Kansas","Not in a city",2005,3,5,1.03543,2.316976275,37
"4742","Kansas","Not in a city",2005,4,3.5,3.01688,2.51578125,45
"4743","Kansas","Not in a city",2005,5,4,1.373485,2.4977068875,47
"4744","Kansas","Not in a city",2005,6,3,0.47,3.4314568875,83.5
"4745","Kansas","Not in a city",2005,7,3,1.177195,2.5519256375,50
"4746","Kansas","Not in a city",2005,8,4,4.16792,3.9375,58
"4747","Kansas","Not in a city",2005,9,6,1.4435893192,6.1965625,35
"4748","Kansas","Not in a city",2005,10,6,2.08231,3.9375,34
"4749","Kansas","Not in a city",2005,11,5,2.9421031064,3.901351275,29
"4750","Kansas","Not in a city",2005,12,8,3.32222,4.901351275,24
"4751","Kansas","Not in a city",2006,1,8,3.5597568936,3.7929181125,29
"4752","Kansas","Not in a city",2006,2,5.5,3.25679,5.335101275,31
"4753","Kansas","Not in a city",2006,3,4,1.23172,4.648336225,39
"4754","Kansas","Not in a city",2006,4,3,2.36421,3.5760431125,47.5
"4755","Kansas","Not in a city",2006,5,4,0.47,3.8953125,30.5
"4756","Kansas","Not in a city",2006,6,4,1.03543,2.925413775,49
"4757","Kansas","Not in a city",2006,7,5,1.68973,3.539898725,49
"4758","Kansas","Not in a city",2006,8,4,0.47,2.455523725,74
"4759","Kentucky","Ashland",2000,2,39,59.0906631064,5.96554725,3
"4760","Kentucky","Ashland",2000,3,31,29.8316693192,2.615594825,35
"4761","Kentucky","Ashland",2000,4,30,28.6233484468,2.132514925,38
"4762","Kentucky","Ashland",2000,5,30,16.8328794184,1.7025,50
"4763","Kentucky","Ashland",2000,6,27.5,16.4095831064,2.141085825,56
"4764","Kentucky","Ashland",2000,7,25,23.9607537872,2.656905175,50
"4765","Kentucky","Ashland",2000,8,23,22.54296,1.966523625,45
"4766","Kentucky","Ashland",2000,9,25,23.5333031064,1.8156523625,33
"4767","Kentucky","Ashland",2000,10,37,32.8835831064,4.77260945,32
"4768","Kentucky","Ashland",2001,2,27,6.32548,0.847614425,4
"4769","Kentucky","Ashland",2001,3,32,20.3610506808,1.966523625,31
"4770","Kentucky","Ashland",2001,4,37.5,18.7393946596,1.551633075,42
"4771","Kentucky","Ashland",2001,5,33,18.9741262128,1.1647811,46
"4772","Kentucky","Ashland",2001,6,30,17.1195256312,1.36304725,50.5
"4773","Kentucky","Ashland",2001,7,30,17.9975662128,1.7025,50
"4774","Kentucky","Ashland",2001,8,25,15.1093703404,1.919375,45
"4775","Kentucky","Ashland",2001,9,23.5,14.4107081064,1.612132525,42.5
"4776","Kentucky","Ashland",2001,10,32,9.46286,1.891085825,34
"4777","Kentucky","Ashland",2002,2,27,10.63734,6.154375,4
"4778","Kentucky","Ashland",2002,3,29,13.44594,5.3290625,35
"4779","Kentucky","Ashland",2002,4,25,11.126435,2.4043243625,43
"4780","Kentucky","Ashland",2002,5,22,8.15752,1.476195275,46
"4781","Kentucky","Ashland",2002,6,20,11.963675,1.1121368625,72.5
"4782","Kentucky","Ashland",2002,7,13,12.09698,1.6302068875,65.5
"4783","Kentucky","Ashland",2002,8,18,13.87725,0.985625,74
"4784","Kentucky","Ashland",2002,9,22.5,15.305805,1.6663556125,45
"4785","Kentucky","Ashland",2002,10,15,9.06702,1.26875,23
"4786","Kentucky","Ashland",2003,2,28,52.75594,4.6121875,6
"4787","Kentucky","Ashland",2003,3,27,15.31671,1.557913775,38
"4788","Kentucky","Ashland",2003,4,23,13.213675,4.3892693875,47.5
"4789","Kentucky","Ashland",2003,5,17,7.26005,1.5940625,43
"4790","Kentucky","Ashland",2003,6,17,7.270955,0.9997695875,49
"4791","Kentucky","Ashland",2003,7,23,26.65915,3,28
"4792","Kentucky","Henderson",2000,2,37,17.41536,3.0372586,36
"4793","Kentucky","Henderson",2000,3,34,18.5165493192,1.465906725,28
"4794","Kentucky","Henderson",2000,4,34,9.4781433972,3.8348781125,35.5
"4795","Kentucky","Henderson",2000,5,33,10.4052915532,5.31467165,38
"4796","Kentucky","Henderson",2000,6,30.5,19.466862234,4.324351975,40
"4797","Kentucky","Henderson",2000,7,29,27.5113484468,2.7871212625,43
"4798","Kentucky","Henderson",2000,8,35,34.3681493192,2.504242525,37
"4799","Kentucky","Henderson",2000,9,32.5,22.1272284468,3.463705225,27.5
"4800","Kentucky","Henderson",2000,10,42,17.1984568936,4.98489055,27
"4801","Kentucky","Henderson",2001,2,26,20.8625368936,0.78760945,6
"4802","Kentucky","Henderson",2001,3,31,24.0634293192,3.183148025,27
"4803","Kentucky","Henderson",2001,4,30,12.2029137872,2.9616834625,35
"4804","Kentucky","Henderson",2001,5,31,8.5094506808,2.343695275,43
"4805","Kentucky","Henderson",2001,6,33,15.4748684468,0.4104334625,39
"4806","Kentucky","Henderson",2001,7,13,24.1925137872,3,37
"4807","Kentucky","Lexington-Fayette (corporate name for Lexington)",2000,3,25,12.11064,1.2025,25
"4808","Kentucky","Lexington-Fayette (corporate name for Lexington)",2000,4,24,11.51137,1.2025,31
"4809","Kentucky","Lexington-Fayette (corporate name for Lexington)",2000,5,27,11.4770968936,1.238648725,40
"4810","Kentucky","Lexington-Fayette (corporate name for Lexington)",2000,6,23.5,14.842595,1.274788775,45.5
"4811","Kentucky","Lexington-Fayette (corporate name for Lexington)",2000,7,21,16.8699662128,1.353366925,46
"4812","Kentucky","Lexington-Fayette (corporate name for Lexington)",2000,8,24,15.8934062128,1.2779378,45
"4813","Kentucky","Lexington-Fayette (corporate name for Lexington)",2000,9,25,19.5230684468,2.0985311,28.5
"4814","Kentucky","Lexington-Fayette (corporate name for Lexington)",2000,10,30,26.2729031064,2.881414175,25
"4815","Kentucky","Lexington-Fayette (corporate name for Lexington)",2001,2,34,21.0518737872,-0.014133075,6
"4816","Kentucky","Lexington-Fayette (corporate name for Lexington)",2001,3,33,12.1794737872,1.438476375,29
"4817","Kentucky","Lexington-Fayette (corporate name for Lexington)",2001,4,24,18.735175,0.1211443875,39
"4818","Kentucky","Lexington-Fayette (corporate name for Lexington)",2001,5,24,10.78675,-0.165,45
"4819","Kentucky","Lexington-Fayette (corporate name for Lexington)",2001,6,30,13.817525,-0.165,45.5
"4820","Kentucky","Lexington-Fayette (corporate name for Lexington)",2001,7,32,11.37562,-0.128851275,45
"4821","Kentucky","Lexington-Fayette (corporate name for Lexington)",2001,8,28,13.07517,-0.128851275,42
"4822","Kentucky","Lexington-Fayette (corporate name for Lexington)",2001,9,20.5,14.0006815532,-0.165,37.5
"4823","Kentucky","Lexington-Fayette (corporate name for Lexington)",2001,10,25,15.9990506808,-0.165,31
"4824","Kentucky","Lexington-Fayette (corporate name for Lexington)",2002,2,30,25.1426631064,-0.165,13
"4825","Kentucky","Lexington-Fayette (corporate name for Lexington)",2002,3,22,17.04622,-0.165,28
"4826","Kentucky","Lexington-Fayette (corporate name for Lexington)",2002,4,23,12.69757,0.1211443875,36
"4827","Kentucky","Lexington-Fayette (corporate name for Lexington)",2002,5,24,9.332,-0.092711225,36
"4828","Kentucky","Lexington-Fayette (corporate name for Lexington)",2002,6,17,7.04521,-0.128851275,44
"4829","Kentucky","Lexington-Fayette (corporate name for Lexington)",2002,7,20,10.29001,-0.165,51
"4830","Kentucky","Lexington-Fayette (corporate name for Lexington)",2002,8,18.5,7.683715,-0.1099961625,42
"4831","Kentucky","Lexington-Fayette (corporate name for Lexington)",2002,9,28,7.987425,0.786820025,38
"4832","Kentucky","Lexington-Fayette (corporate name for Lexington)",2002,10,22,8.17607,0.5239415,18
"4833","Kentucky","Lexington-Fayette (corporate name for Lexington)",2003,2,23,47.24065,4.792913775,2
"4834","Kentucky","Lexington-Fayette (corporate name for Lexington)",2003,3,25,14.03644,0.696461225,28
"4835","Kentucky","Lexington-Fayette (corporate name for Lexington)",2003,4,24.5,13.25454,0.801875,37
"4836","Kentucky","Lexington-Fayette (corporate name for Lexington)",2003,5,18,10.39906,0.76875,32
"4837","Kentucky","Lexington-Fayette (corporate name for Lexington)",2003,6,27,9.571095,0.696461225,41.5
"4838","Kentucky","Lexington-Fayette (corporate name for Lexington)",2003,7,12,14.00974,3,21
"4839","Kentucky","Louisville",2000,3,34,28.8927994184,8.750836225,28
"4840","Kentucky","Louisville",2000,4,27.5,22.791835,11.3437305625,36.5
"4841","Kentucky","Louisville",2000,5,25,16.7996462128,10.190625,45
"4842","Kentucky","Louisville",2000,6,27.5,26.456225,3.871195025,42.5
"4843","Kentucky","Louisville",2000,7,20,18.99771,0.804898725,47
"4844","Kentucky","Louisville",2000,8,21,20.43065,2.816976275,47
"4845","Kentucky","Louisville",2000,9,21,11.445125,2.11515625,28.5
"4846","Kentucky","Louisville",2000,10,30,20.77961,13.1665625,28
"4847","Kentucky","Louisville",2001,2,16,66.37438,5.298961225,9
"4848","Kentucky","Louisville",2001,3,28,13.92739,6.6303125,29
"4849","Kentucky","Louisville",2001,4,27,17.765755,4.99171875,36
"4850","Kentucky","Louisville",2001,5,26,20.15915,3.0527150625,52
"4851","Kentucky","Louisville",2001,6,18,10.80693,4.8290625,48
"4852","Kentucky","Louisville",2001,7,21,18.9800693192,6.811038775,50
"4853","Kentucky","Louisville",2001,8,25,23.386525,8.624320025,48
"4854","Kentucky","Louisville",2001,9,24,8.06376,9.509898725,39
"4855","Kentucky","Louisville",2001,10,29,14.53155,5.190523725,27
"4856","Kentucky","Louisville",2002,2,25,33.9121,3.033851275,14
"4857","Kentucky","Louisville",2002,3,27,7.12919,6.68217165,31
"4858","Kentucky","Louisville",2002,4,24,6.153445,8.3381756375,38.5
"4859","Kentucky","Louisville",2002,5,23,7.67444,2.7446875,42
"4860","Kentucky","Louisville",2002,6,23,7.81213,-0.128851275,54.5
"4861","Kentucky","Not in a city",2000,2,14,21.1177368936,-0.165,37
"4862","Kentucky","Not in a city",2000,3,25,18.2966737872,-0.165,31
"4863","Kentucky","Not in a city",2000,4,21.5,11.5204284468,-0.165,37.5
"4864","Kentucky","Not in a city",2000,5,18,11.4690915532,-0.165,41
"4865","Kentucky","Not in a city",2000,6,18.5,13.1538053404,-0.165,40
"4866","Kentucky","Not in a city",2000,7,17,16.9242737872,-0.165,50
"4867","Kentucky","Not in a city",2000,8,19,10.23172,-0.165,43
"4868","Kentucky","Not in a city",2000,9,19,15.6859937872,-0.068993775,30.5
"4869","Kentucky","Not in a city",2000,10,25,12.9272462128,0.78760945,36
"4870","Kentucky","Not in a city",2001,2,21,20.3245706808,-0.165,8
"4871","Kentucky","Not in a city",2001,3,25,22.6954853404,0.1792929125,27.5
"4872","Kentucky","Not in a city",2001,4,15,12.1462405816,-0.165,37
"4873","Kentucky","Not in a city",2001,5,18,10.9248805816,-0.165,47
"4874","Kentucky","Not in a city",2001,6,14,10.7990684468,-0.1272811,45.5
"4875","Kentucky","Not in a city",2001,7,11,8.8364568936,3,42
"4876","Kentucky","Paducah",2000,2,26,4.3628693192,0.335,38
"4877","Kentucky","Paducah",2000,3,29,8.8055893192,0.485866925,35
"4878","Kentucky","Paducah",2000,4,30.5,4.4032284468,1.4810311,40
"4879","Kentucky","Paducah",2000,5,21,1.0447768936,0.636742525,42
"4880","Kentucky","Paducah",2000,6,15.5,2.3035253404,0.57722335,42.5
"4881","Kentucky","Paducah",2000,7,21,8.1604906808,0.74989055,50
"4882","Kentucky","Paducah",2000,8,19,6.5607893192,1.513914175,58
"4883","Kentucky","Paducah",2000,9,21,7.2836346596,0.9384807125,36
"4884","Kentucky","Paducah",2000,10,38,7.4082631064,5.32532835,36
"4885","Kentucky","Paducah",2001,2,10,22.9577831064,-0.165,14
"4886","Kentucky","Paducah",2001,3,26,14.6984568936,-0.051851975,29
"4887","Kentucky","Paducah",2001,4,21.5,4.7045653404,-0.1272811,40
"4888","Kentucky","Paducah",2001,5,22,4.3394293192,-0.1272811,47
"4889","Kentucky","Paducah",2001,6,24.5,5.214057766,-0.0895622,47
"4890","Kentucky","Paducah",2001,7,23,4.1150968936,3,45
"4891","Louisiana","Baton Rouge",2000,1,30,18.375,11.16775,21
"4892","Louisiana","Baton Rouge",2000,2,42,12.94594,10.913538775,31
"4893","Louisiana","Baton Rouge",2000,3,36,10.46449,10.84125,34
"4894","Louisiana","Baton Rouge",2000,4,30.5,13.485485,9.856833175,34
"4895","Louisiana","Baton Rouge",2000,5,27,6.54521,8.395413775,31
"4896","Louisiana","Baton Rouge",2000,6,27,9.16435,12.15453125,33.5
"4897","Louisiana","Baton Rouge",2000,7,28,11.56702,10.154476275,61
"4898","Louisiana","Baton Rouge",2000,8,30,14.2738405816,8.323125,51
"4899","Louisiana","Baton Rouge",2000,9,27,11.3291797092,12.5953851,31.5
"4900","Louisiana","Baton Rouge",2000,10,42,12.53644,15.51,44
"4901","Louisiana","Baton Rouge",2000,11,33,9.5159856312,14.346028025,22
"4902","Louisiana","Baton Rouge",2000,12,28,30.77961,13.74977115,17
"4903","Louisiana","Baton Rouge",2001,1,35,21.80631,14.612398725,19
"4904","Louisiana","Baton Rouge",2001,2,34,20.29102,11.377398725,22
"4905","Louisiana","Baton Rouge",2001,3,36,26.8052568936,13.214788775,38
"4906","Louisiana","Baton Rouge",2001,4,24.5,17.24414,10.8382306125,36.5
"4907","Louisiana","Baton Rouge",2001,5,28,9.93942,8.612288775,44
"4908","Louisiana","Baton Rouge",2001,6,25,5.32385,12.0972931125,36
"4909","Louisiana","Baton Rouge",2001,7,29,6.6898737872,11.8504378,42
"4910","Louisiana","Baton Rouge",2001,8,28,8.56539,12.70875,31
"4911","Louisiana","Baton Rouge",2001,9,27.5,7.7896496596,14.237578,37
"4912","Louisiana","Baton Rouge",2001,10,36,6.63082,11.154476275,31
"4913","Louisiana","Baton Rouge",2001,11,42,8.680145,14.034738175,31
"4914","Louisiana","Baton Rouge",2001,12,37,10.35055,15.756976275,24
"4915","Louisiana","Baton Rouge",2002,1,42,12.89091,11.811148725,19
"4916","Louisiana","Baton Rouge",2002,2,37.5,18.0861402908,10.0900427125,30
"4917","Louisiana","Baton Rouge",2002,3,21,9.98467,10.7052414,28
"4918","Louisiana","Baton Rouge",2002,4,27.5,4.56213,12.45875,33
"4919","Louisiana","Baton Rouge",2002,5,28,3.29878,9.576148725,45
"4920","Louisiana","Baton Rouge",2002,6,25,3.0565696596,10.391242075,36
"4921","Louisiana","Baton Rouge",2002,7,28,5.73661,10.805101275,35
"4922","Louisiana","Baton Rouge",2002,8,28,5.54032,9.4645622,37
"4923","Louisiana","Baton Rouge",2002,9,24.5,4.423625,10.6002618625,29
"4924","Louisiana","Baton Rouge",2002,10,23,6.6869031064,9.142398725,23
"4925","Louisiana","Baton Rouge",2002,11,35,13.381325,10.8683318875,23
"4926","Louisiana","Baton Rouge",2002,12,37,19.95735,13.133804725,21
"4927","Louisiana","Baton Rouge",2003,1,35.5,16.0144853404,10.3683318875,24
"4928","Louisiana","Baton Rouge",2003,2,31,13.135687,8.4978125,24
"4929","Louisiana","Baton Rouge",2003,3,31,11.0768,11.36618965,26
"4930","Louisiana","Baton Rouge",2003,4,34.5,19.483545,11.7930743625,41.5
"4931","Louisiana","Baton Rouge",2003,5,23,5.25842,6.811038775,35
"4932","Louisiana","Baton Rouge",2003,6,22,6.1387534468,8.78462535,25
"4933","Louisiana","Baton Rouge",2003,7,20,8.87888,9.033961225,29
"4934","Louisiana","Baton Rouge",2003,8,24,6.2088568936,10.262913775,31
"4935","Louisiana","Baton Rouge",2003,9,25.5,10.693495,9.0739100875,39.5
