"","State","City","Year","Month","median_NO2","median_SO2","median_CO","median_O3"
"1","Arizona","Phoenix",2000,1,63,24.7999205816,37.600625,19
"2","Arizona","Phoenix",2000,2,56,17.62368,22.895625,28
"3","Arizona","Phoenix",2000,3,56,0.8937368936,16.473851275,39
"4","Arizona","Phoenix",2000,4,61,7.4391306808,17.220836225,46
"5","Arizona","Phoenix",2000,5,5,8.39091,14.130413775,49
"6","Arizona","Phoenix",2000,6,41.5,4.594845,8.5053554125,43
"7","Arizona","Phoenix",2000,7,44,4.08068,8.9978125,46
"8","Arizona","Phoenix",2000,8,44,2.81896,6.594163775,58
"9","Arizona","Phoenix",2000,9,49.5,8.056115,14.0115889375,38.5
"10","Arizona","Phoenix",2000,10,50,5.6898737872,13.78467165,29
"11","Arizona","Phoenix",2000,11,53,7.60901,21.028125,17
"12","Arizona","Phoenix",2000,12,58,15.94594,35.8745622,14
"13","Arizona","Phoenix",2001,1,51,8.89254,23.390114425,20
"14","Arizona","Phoenix",2001,2,52.5,7.0358631064,17.85610935,22
"15","Arizona","Phoenix",2001,3,54,8.17444,14.781038775,37
"16","Arizona","Phoenix",2001,4,55,4.4474402908,12.3035311,42.5
"17","Arizona","Phoenix",2001,5,50,9.09046,12.486364425,47
"18","Arizona","Phoenix",2001,6,44,5.3737734468,7.2688556125,46
"19","Arizona","Phoenix",2001,7,37,5.50159,6.124273725,43
"20","Arizona","Phoenix",2001,8,42,4.47652,7.8471875,49
"21","Arizona","Phoenix",2001,9,45,12.8526131064,14.1996875,39
"22","Arizona","Phoenix",2001,10,50,16.10839,17.359133075,31
"23","Arizona","Phoenix",2001,11,49.5,8.926885,21.1696368625,22
"24","Arizona","Phoenix",2001,12,50,15.18748,29.6065625,14
"25","Arizona","Phoenix",2002,1,60,14.553888,30.28125,19
"26","Arizona","Phoenix",2002,2,62.5,15.431201,28.245054975,29.5
"27","Arizona","Phoenix",2002,3,51,10.00648,16.823226275,40
"28","Arizona","Phoenix",2002,4,51.5,8.537565,13.02143745,39.5
"29","Arizona","Phoenix",2002,5,55.5,11.8102552908,14.4768243625,47.5
"30","Arizona","Phoenix",2002,6,51,8.0380915532,12.3141131375,46.5
"31","Arizona","Phoenix",2002,7,38,4.80041,8.889375,41
"32","Arizona","Phoenix",2002,8,44,6.47978,8.027913775,42
"33","Arizona","Phoenix",2002,9,46,5.23824,11.9538635375,41.5
"34","Arizona","Phoenix",2002,10,58,8.91598,23.757086225,34
"35","Arizona","Phoenix",2002,11,55.5,11.0470565532,23.6968243625,25
"36","Arizona","Phoenix",2002,12,45,10.22458,25.558336225,13
"37","Arizona","Phoenix",2003,1,54,14.97264,28.47402585,14
"38","Arizona","Phoenix",2003,2,50.5,9.88734,14.2629181125,23.5
"39","Arizona","Phoenix",2003,3,57,5.54032,13.65106895,35
"40","Arizona","Phoenix",2003,4,52.5,7.8334134468,7.5641834625,44.5
"41","Arizona","Phoenix",2003,5,54,6.8142005816,8.636351275,58
"42","Arizona","Phoenix",2003,6,38,11.696755,7.1634375,46
"43","Arizona","Phoenix",2003,7,36,3.03706,6.1965625,49
"44","Arizona","Phoenix",2003,10,52,8.3038865532,16.94671875,34
"45","Arizona","Phoenix",2003,11,50,10.75291,19.588226275,21
"46","Arizona","Phoenix",2003,12,50,10.35544,22.775101275,17
"47","Arizona","Phoenix",2004,1,52,9.70277,17.1846875,20
"48","Arizona","Phoenix",2004,2,51,9.28512,13.052086225,29
"49","Arizona","Phoenix",2004,3,51,6.3334862128,9.443538775,38
"50","Arizona","Phoenix",2004,4,51,4.45145,9.166461225,47
"51","Arizona","Phoenix",2004,5,41,3.32059,5.663804725,47
"52","Arizona","Phoenix",2004,6,39.5,5.584755,5.52484375,43
"53","Arizona","Phoenix",2004,7,35,6.72132,2.654320025,45
"54","Arizona","Phoenix",2004,8,41,8.50648,5.106148725,41
"55","Arizona","Phoenix",2004,9,49,10.4225,12.844273725,42
"56","Arizona","Phoenix",2004,10,45,10.33526,12.046038775,34
"57","Arizona","Phoenix",2004,11,39,8.79001,13.54,23
"58","Arizona","Phoenix",2004,12,47.5,15.17056,20.1484881375,17.5
"59","Arizona","Phoenix",2005,1,40,4.28186,13.311148725,17
"60","Arizona","Phoenix",2005,2,41,3.4141334468,8.223695025,25
"61","Arizona","Phoenix",2005,3,45,6.405075,11.4272139375,37.5
"62","Arizona","Phoenix",2005,4,52.6666666666667,7.07928333333333,12.5506338125,47.3333333333333
"63","Arizona","Phoenix",2005,5,43.3333333333333,8.53373866666667,11.061904375,44.6666666666667
"64","Arizona","Phoenix",2005,6,43.6666666666667,8.30702643973333,6.93771625833333,48
"65","Arizona","Phoenix",2005,7,39.3333333333333,5.13809,7.18652874166667,47
"66","Arizona","Phoenix",2005,8,34.3333333333333,4.73932666666667,6.387325425,45.3333333333333
"67","Arizona","Phoenix",2005,9,44.6666666666667,5.97950833333333,10.3211304,42
"68","Arizona","Phoenix",2005,10,45,7.25712666666667,14.8105389083333,33.3333333333333
"69","Arizona","Phoenix",2005,11,50,12.30662,22.88508029375,20
"70","Arizona","Phoenix",2005,12,48,10.8842246596,30.211929975,12.5
"71","Arizona","Phoenix",2006,1,48.5,10.68259,21.8052618625,22
"72","Arizona","Phoenix",2006,2,52.25,9.6738775,18.126184275,29.25
"73","Arizona","Phoenix",2006,3,44.5,5.576295,9.7026056125,36
"74","Arizona","Phoenix",2006,4,46,6.710415,8.90679647916667,44.6666666666667
"75","Arizona","Phoenix",2006,5,41,4.39091,6.3853125,49.6666666666667
"76","Arizona","Phoenix",2006,6,35.3333333333333,5.19733666666667,6.715643325,61.5
"77","Arizona","Phoenix",2006,7,24.5,4.40282977306667,5.798961225,52
"78","Arizona","Phoenix",2006,8,29.3333333333333,5.90871,5.97968460833333,48
"79","Arizona","Phoenix",2006,9,41.1666666666667,7.0451306312,7.60822916666667,40.8333333333333
"80","Arizona","Phoenix",2006,10,45,5.95287333333333,10.9154655333333,32.6666666666667
"81","Arizona","Phoenix",2006,11,51.25,7.3022925,20.73140625,25.25
"82","Arizona","Phoenix",2006,12,47,7.168425,20.4558318875,16.5
"83","Arizona","Phoenix",2007,1,45.5,8.13571,18.741929975,22.5
"84","Arizona","Phoenix",2007,2,44.25,8.360485,13.9597018375,29
"85","Arizona","Phoenix",2007,3,48.5,6.9207262128,10.3653125,38.5
"86","Arizona","Phoenix",2007,4,41.5,5.7176487624,7.4867851125,46.25
"87","Arizona","Phoenix",2007,5,41,4.7880906808,6.732711225,48
"88","Arizona","Phoenix",2007,6,38.75,5.6702459468,6.615234375,46.5
"89","Arizona","Phoenix",2007,7,25.5,5.1176146596,4.1302618625,46.5
"90","Arizona","Phoenix",2007,8,30.5,3.846475,5.0459375,47
"91","Arizona","Phoenix",2007,9,37.25,3.6003334468,7.13672066875,41.5
"92","Arizona","Phoenix",2007,10,44.5,5.197288156,12.0309375,34.5
"93","Arizona","Phoenix",2007,11,51.25,6.7459498546,20.26530164375,25.5
"94","Arizona","Phoenix",2007,12,41.5,5.04358,16.8185311,17.5
"95","Arizona","Phoenix",2008,1,41.5,5.1986231064,15.664236675,23.5
"96","Arizona","Phoenix",2008,2,43,6.5880868936,12.7538556125,24.5
"97","Arizona","Phoenix",2008,3,48.5,6.05693,7.9194806125,40
"98","Arizona","Phoenix",2008,4,50.75,6.38408,9.195078125,49.5
"99","Arizona","Phoenix",2008,5,39.5,5.359825,9.5249493625,56
"100","Arizona","Phoenix",2008,6,40.5,4.6108276454,4.80044343125,54.75
"101","Arizona","Phoenix",2008,7,22.5,4.566205,4.1159963125,45.5
"102","Arizona","Phoenix",2008,8,25,3.16955,1.7025,47
"103","Arizona","Phoenix",2008,9,38,6.69951,6.63328125,44
"104","Arizona","Phoenix",2008,10,48,8.005665,10.83515625,36
"105","Arizona","Phoenix",2008,11,42.25,7.6898275,12.12803319375,26.5
"106","Arizona","Phoenix",2008,12,37,7.59372,14.8804181125,16
"107","Arizona","Phoenix",2009,1,39,7.44105,13.60328125,22
"108","Arizona","Phoenix",2009,2,42.25,5.889088617,11.68283701875,31.5
"109","Arizona","Phoenix",2009,3,43.5,5.96969,7.594163775,42
"110","Arizona","Phoenix",2009,4,44,4.9244759468,7.08513093125,47.5
"111","Arizona","Phoenix",2009,5,36.5,3.23661,6.6555822875,47
"112","Arizona","Phoenix",2009,6,30,2.7148,5.538679425,40.75
"113","Arizona","Phoenix",2009,7,23,2.125115,5.6171992625,47.5
"114","Arizona","Phoenix",2009,8,32.5,5.89254,6.6532226875,48
"115","Arizona","Phoenix",2009,9,35.25,6.7720225,5.5927540625,43.5
"116","Arizona","Phoenix",2009,10,40,3.539505,7.57609375,36
"117","Arizona","Phoenix",2009,11,45.25,7.9904576702,14.81362711875,27
"118","Arizona","Phoenix",2009,12,40.5,7.28675,14.2719806125,20
"119","Arizona","Phoenix",2010,1,42,7.646615,11.5098943875,25.5
"120","Arizona","Phoenix",2010,2,40.75,4.560213,7.25078125,32
"121","Arizona","Phoenix",2010,3,42.5,4.0831968936,6.4795665375,41.5
"122","Arizona","Phoenix",2010,4,40.25,4.0910225,5.94505280625,46.75
"123","Arizona","Phoenix",2010,5,40,4.30367,6.3019806125,50
"124","Arizona","Phoenix",2010,6,33.75,3.9391306808,4.0459100125,48
"125","Arizona","Phoenix",2010,7,15.5,2.865025,2.87421875,46
"126","Arizona","Phoenix",2010,8,28.5,4.259235,3.9977068875,43
"127","Arizona","Phoenix",2010,9,42,6.39417,7.14838469375,46.25
"128","Arizona","Phoenix",2010,10,37.5,3.812945,7.705625,36
"129","Arizona","Phoenix",2010,11,40.25,5.22229,11.753851275,30.25
"130","Arizona","Phoenix",2010,12,39,6.609825,15.15482815,17.5
"131","Arizona","Scottsdale",2000,1,116,6.37399,24.094273725,39
"132","Arizona","Scottsdale",2000,2,108,6.22132,18.4015625,47
"133","Arizona","Scottsdale",2000,3,50,15.3856165532,13.1314745125,37.5
"134","Arizona","Scottsdale",2000,9,48.5,4.1642053404,7.1326875,42
"135","Arizona","Scottsdale",2000,10,43,2.68973,9.142288775,30
"136","Arizona","Scottsdale",2000,11,40,2.528336,11.244788775,23
"137","Arizona","Scottsdale",2000,12,47,5.8691,22.498023725,20
"138","Arizona","Scottsdale",2001,1,42,4.2729594184,15.877398725,24
"139","Arizona","Scottsdale",2001,2,43,5.9921703404,11.636351275,25.5
"140","Arizona","Scottsdale",2001,3,45,6.13082,10.250836225,36
"141","Arizona","Scottsdale",2001,4,39,1.10086,15,42
"142","Arizona","Scottsdale",2001,9,43,3.975705,6.9224493625,40.5
"143","Arizona","Scottsdale",2001,10,48,5.3613103404,14.1668266,33
"144","Arizona","Scottsdale",2001,11,42.5,7.16598,15.9264173,26
"145","Arizona","Scottsdale",2001,12,45,7.37236,21.967913775,19
"146","Arizona","Scottsdale",2002,1,48,8.3569262128,19.3171875,23
"147","Arizona","Scottsdale",2002,2,50,7.85381,17.831085825,31
"148","Arizona","Scottsdale",2002,3,49,6.02503,8.7479378,38
"149","Arizona","Scottsdale",2002,4,52,9.52829,14,38
"150","Arizona","Scottsdale",2002,9,41,3.9484784468,7.4134375,42
"151","Arizona","Scottsdale",2002,10,52,5.65426,12.985836225,33
"152","Arizona","Scottsdale",2002,11,48,7.037565,14.64546875,26
"153","Arizona","Scottsdale",2002,12,42,7.0094506808,18.3775,19
"154","Arizona","Scottsdale",2003,1,47,7.69951,18.220836225,19
"155","Arizona","Scottsdale",2003,2,43,7.5984794184,12.762913775,28
"156","Arizona","Scottsdale",2003,3,46,3.30041,7.305,36
"157","Arizona","Scottsdale",2003,4,40,2.0750394184,11,37
"158","Arizona","Scottsdale",2003,11,42,4.7647234468,16.181663775,27
"159","Arizona","Scottsdale",2003,12,42,5.54032,15.311148725,24
"160","Arizona","Scottsdale",2004,1,42,3.45145,14.847288775,26
"161","Arizona","Scottsdale",2004,2,44,7.28675,15.4678125,31
"162","Arizona","Scottsdale",2004,3,44,5.207155,9.35625,39
"163","Arizona","Scottsdale",2004,4,32,5.97815,3,33
"164","Arizona","Scottsdale",2004,9,42,6.5079662128,4.823023725,37
"165","Arizona","Scottsdale",2004,10,40,4.67444,7.949586225,33
"166","Arizona","Scottsdale",2004,11,39,2.80041,10.750710925,22.5
"167","Arizona","Scottsdale",2004,12,41.5,4.2467718936,16.4039987125,19
"168","Arizona","Scottsdale",2005,1,36,4.17118,10.1484375,21
"169","Arizona","Scottsdale",2005,2,35.5,3.2100546596,6.3230743625,27.5
"170","Arizona","Scottsdale",2005,3,39,2.9171768936,6.551976275,37
"171","Arizona","Scottsdale",2005,4,47,3.38765,3,44
"172","Arizona","Scottsdale",2005,9,38,5.0872,9.6785431125,44
"173","Arizona","Scottsdale",2005,10,43,12.14712,9.760382575,36.5
"174","Arizona","Scottsdale",2005,11,44,3.32222,18.190726275,27
"175","Arizona","Scottsdale",2005,12,45,3.8316396596,18.2731469625,15.5
"176","Arizona","Scottsdale",2006,1,44,14.66893,14.226773725,29
"177","Arizona","Scottsdale",2006,2,48,10.0238397092,11.2629181125,32.5
"178","Arizona","Scottsdale",2006,3,39,3.9329,5.250726275,39
"179","Arizona","Scottsdale",2006,4,41,3.84566,3,43
"180","Arizona","Scottsdale",2006,9,36,5.698695,3.0759881375,40.5
"181","Arizona","Scottsdale",2006,10,41,6.143355,5.898210925,32.5
"182","Arizona","Scottsdale",2006,11,47.5,6.6698384468,11.43246855,29
"183","Arizona","Scottsdale",2006,12,42,4.73824,13.521976275,17
"184","Arizona","Scottsdale",2007,1,38,3.84566,12.720726275,24
"185","Arizona","Scottsdale",2007,2,40.5,9.1787306808,11.417891675,28.5
"186","Arizona","Scottsdale",2007,3,42,1.4435893192,10.112288775,37
"187","Arizona","Scottsdale",2007,4,57,8.13245,13,49
"188","Arizona","Scottsdale",2007,9,25.5,2.51851,2.8892693875,42.5
"189","Arizona","Scottsdale",2007,10,39,3.95471,4.8953125,36
"190","Arizona","Scottsdale",2007,11,43,7.76657,8.0730743625,29
"191","Arizona","Scottsdale",2007,12,39,7.78838,10.73875,21
"192","Arizona","Scottsdale",2008,1,37,2.7504865532,8.1875506375,26
"193","Arizona","Scottsdale",2008,2,39,3.41955,7.8784960625,25.5
"194","Arizona","Scottsdale",2008,3,41,6.67607,5.798961225,40
"195","Arizona","Scottsdale",2008,4,44,8.7044,7,36
"196","Arizona","Scottsdale",2008,9,29.5,1.6803831064,2.580335775,44.5
"197","Arizona","Scottsdale",2008,10,45,2.2910631064,5.3997811,37
"198","Arizona","Scottsdale",2008,11,39.5,3.049595,6.56703125,28.5
"199","Arizona","Scottsdale",2008,12,36,3.19136,8.75760945,20
"200","Arizona","Scottsdale",2009,1,37.5,2.5472218936,7.006523125,25
"201","Arizona","Scottsdale",2009,2,38,2.1881,8.29532835,31
"202","Arizona","Scottsdale",2009,3,37,2.86421,6.92782835,42
"203","Arizona","Scottsdale",2009,4,30,2.01688,7,50
"204","Arizona","Scottsdale",2009,9,25,4.336385,3.23265625,45.5
"205","Arizona","Scottsdale",2009,10,35,1.73335,4.823023725,36
"206","Arizona","Scottsdale",2009,11,43.5,2.942175,9.1574493625,31
"207","Arizona","Scottsdale",2009,12,38,3.40946,8.594163775,25
"208","Arizona","Scottsdale",2010,1,36,2.7148,6.949586225,30
"209","Arizona","Scottsdale",2010,2,35,3.97652,6.1242693875,33
"210","Arizona","Scottsdale",2010,3,33,4.10738,7.202601275,42
"211","Arizona","Scottsdale",2010,4,9,4.9860106808,3,43
"212","Arizona","Scottsdale",2010,9,37,3.78023,5.27484375,47
"213","Arizona","Scottsdale",2010,10,34,3.84566,5.576038775,36
"214","Arizona","Scottsdale",2010,11,41,4.3604953404,8.32609375,30
"215","Arizona","Scottsdale",2010,12,39,5.19625,9.4315625,21
"216","Arizona","Tucson",2000,1,42,11.500465,12.1213006375,25.5
"217","Arizona","Tucson",2000,2,42,9.716935,10.073125,34
"218","Arizona","Tucson",2000,3,42,6.36064,7.289945025,41
"219","Arizona","Tucson",2000,4,44,8.81345,6.841148725,47
"220","Arizona","Tucson",2000,5,40,8.96612,5.865211225,50
"221","Arizona","Tucson",2000,6,25,4.5872,3.5218243625,42
"222","Arizona","Tucson",2000,7,28,3.78023,3.1784375,46
"223","Arizona","Tucson",2000,8,22,4.903445,4.0803275875,58
"224","Arizona","Tucson",2000,9,32.5,3.812945,5.127242475,42
"225","Arizona","Tucson",2000,10,35,6.63571,8.600211225,32
"226","Arizona","Tucson",2000,11,38,9.2348146596,9.479742475,27
"227","Arizona","Tucson",2000,12,38,9.31345,14.20875,24
"228","Arizona","Tucson",2001,1,36,4.47815,11.485726275,27
"229","Arizona","Tucson",2001,2,35,4.17118,8.925523725,30
"230","Arizona","Tucson",2001,3,39,5.2661368936,7.883336225,41
"231","Arizona","Tucson",2001,4,38,2.38439,6.184476275,47
"232","Arizona","Tucson",2001,5,41,2.9421031064,6.268851275,47
"233","Arizona","Tucson",2001,6,30.5,2.113395,5.749453,47.5
"234","Arizona","Tucson",2001,7,19,0.47,3.033851275,42
"235","Arizona","Tucson",2001,8,24,0.47,2.63625,47
"236","Arizona","Tucson",2001,9,27.5,1.6969997092,4.19046875,38
"237","Arizona","Tucson",2001,10,35,3.73661,5.618226275,34
"238","Arizona","Tucson",2001,11,36,3.9834946596,6.7989568875,28
"239","Arizona","Tucson",2001,12,36,4.2646506808,9.582086225,23
"240","Arizona","Tucson",2002,1,38,6.26168,8.521875,25
"241","Arizona","Tucson",2002,2,39,4.8861646596,7.5609881375,34
"242","Arizona","Tucson",2002,3,40,3.45308,7.853226275,42
"243","Arizona","Tucson",2002,4,31,3.38765,5.4616131375,44
"244","Arizona","Tucson",2002,5,33,3.40946,4.720625,48
"245","Arizona","Tucson",2002,6,31.5,3.84566,6.0128125,45
"246","Arizona","Tucson",2002,7,29,2.03869,3.106148725,45
"247","Arizona","Tucson",2002,8,29,2.19136,3.9615625,45
"248","Arizona","Tucson",2002,9,33,3.725705,6.6357724375,43.5
"249","Arizona","Tucson",2002,10,39,4.49833,7.993585825,37
"250","Arizona","Tucson",2002,11,42,5.69462,8.7809375,31.5
"251","Arizona","Tucson",2002,12,39,5.17118,10.91717165,28
"252","Arizona","Tucson",2003,1,42,4.76005,10.5640625,29
"253","Arizona","Tucson",2003,2,41,3.71317,8.811038775,33
"254","Arizona","Tucson",2003,3,39,4.08394,7.305,42
"255","Arizona","Tucson",2003,4,33,3.779415,6.485726275,44
"256","Arizona","Tucson",2003,5,36,3.69136,5.798961225,51
"257","Arizona","Tucson",2003,6,27.5,4.30204,5.63787515,44.5
"258","Arizona","Tucson",2003,7,21,3.7412106808,5.798961225,49
"259","Arizona","Tucson",2003,8,30,3.8643537872,4.9375,37
"260","Arizona","Tucson",2003,9,32,3.987425,5.6905193875,31.5
"261","Arizona","Tucson",2003,10,40,6.43616,8.341148725,38
"262","Arizona","Tucson",2003,11,40,5.6355653404,8.801367125,30.5
"263","Arizona","Tucson",2003,12,40,6.19625,13.979788775,27
"264","Arizona","Tucson",2004,1,35,5.91272,9.70054725,26
"265","Arizona","Tucson",2004,2,42,4.47652,8.642398725,34
"266","Arizona","Tucson",2004,3,37,3.84566,6.955625,41
"267","Arizona","Tucson",2004,4,34,4.421995,5.7959375,47
"268","Arizona","Tucson",2004,5,30,4.32385,5.5459375,47
"269","Arizona","Tucson",2004,6,25.5,3.60412,4.9736443875,41.5
"270","Arizona","Tucson",2004,7,23,3.03706,4.684476275,47
"271","Arizona","Tucson",2004,8,25,3.25679,3.9375,43
"272","Arizona","Tucson",2004,9,29.5,3.04878,5.0820818875,40
"273","Arizona","Tucson",2004,10,29,7.56865,6.6965625,25
"274","Arizona","Tucson",2004,11,32.5,6.304485,7.5406134875,19
"275","Arizona","Tucson",2004,12,34,6.62756,9.6725,16
"276","Arizona","Tucson",2005,1,31,4.53869,8.3471875,17
"277","Arizona","Tucson",2005,2,27.5,1.49344,6.627288775,20
"278","Arizona","Tucson",2005,3,32,2.25353,6.015836225,31
"279","Arizona","Tucson",2005,4,35.5,1.3532331064,5.672445025,41.5
"280","Arizona","Tucson",2005,5,28,3.23498,5.0459375,49
"281","Arizona","Tucson",2005,6,24,3.7560468936,4.27484375,43.5
"282","Arizona","Tucson",2005,7,25,3.51688,4.792913775,42
"283","Arizona","Tucson",2005,8,22,4.32059,3.720625,43
"284","Arizona","Tucson",2005,9,28.5,3.3751868936,5.1363006375,39
"285","Arizona","Tucson",2005,10,28,2.44982,5.365211225,33
"286","Arizona","Tucson",2005,11,34,3.551225,7.6303125,30
"287","Arizona","Tucson",2005,12,35,4.0139093192,10.7809375,22
"288","Arizona","Tucson",2006,1,35,3.67118,9.612288775,29
"289","Arizona","Tucson",2006,2,36,3.94299,7.2206756375,34
"290","Arizona","Tucson",2006,3,33,1.88602,6.449586225,37
"291","Arizona","Tucson",2006,4,34,1.2940346596,5.335101275,43
"292","Arizona","Tucson",2006,5,27,1.75516,5.118226275,43
"293","Arizona","Tucson",2006,6,25.5,2.885205,3.5398943875,47.5
"294","Arizona","Tucson",2006,7,23,1.1881,3.431461225,47
"295","Arizona","Tucson",2006,8,19,2.1881,3.720625,39
"296","Arizona","Tucson",2006,9,22,2.1087934468,4.792913775,33.5
"297","Arizona","Tucson",2006,10,31,3.38765,6.1965625,33
"298","Arizona","Tucson",2006,11,33.5,3.51851,7.3411443875,32
"299","Arizona","Tucson",2006,12,32,4.0139093192,8.425523725,26
"300","Arizona","Tucson",2007,1,30,3.47489,7.877288775,27
"301","Arizona","Tucson",2007,2,32,3.41955,6.4834963125,33
"302","Arizona","Tucson",2007,3,32,3.62756,5.690523725,42
"303","Arizona","Tucson",2007,4,26,3.80204,4.6844806125,46
"304","Arizona","Tucson",2007,5,20,3.84566,3.467601275,46
"305","Arizona","Tucson",2007,6,25,4.2895768936,3.539898725,43
"306","Arizona","Tucson",2007,7,18,3.23498,3.371742525,48
"307","Arizona","Tucson",2007,8,20,2.30041,4.684476275,48
"308","Arizona","Tucson",2007,9,19.5,3.703895,3.323023725,40
"309","Arizona","Tucson",2007,10,31,3.91109,5.335101275,35
"310","Arizona","Tucson",2007,11,39,3.99833,5.693789375,32.5
"311","Arizona","Tucson",2007,12,36,2.08231,7.383336225,27
"312","Arizona","Tucson",2008,1,37,3.47489,7.166461225,29
"313","Arizona","Tucson",2008,2,37,3.47489,5.626085825,33
"314","Arizona","Tucson",2008,3,39,2.95145,4.431461225,45
"315","Arizona","Tucson",2008,4,29.5,2.32222,3.467601275,46.5
"316","Arizona","Tucson",2008,5,25,3.73498,3.1784375,47
"317","Arizona","Tucson",2008,6,25,4.400185,3.34109375,47
"318","Arizona","Tucson",2008,7,15,2.7148,2.606148725,42
"319","Arizona","Tucson",2008,8,14,2.19136,2.316976275,41
"320","Arizona","Tucson",2008,9,21.5,2.594845,2.528476625,40.5
"321","Arizona","Tucson",2008,10,33,3.88928,4.648336225,34
"322","Arizona","Tucson",2008,11,31,3.878375,5.904375,30.5
"323","Arizona","Tucson",2008,12,34,4.28186,7.732711225,23
"324","Arizona","Tucson",2009,1,35,3.78023,6.648336225,25
"325","Arizona","Tucson",2009,2,34.5,1.591585,6.0700506375,32.5
"326","Arizona","Tucson",2009,3,32,1.23172,4.865211225,40
"327","Arizona","Tucson",2009,4,27.5,1.27534,3.2915898625,44.5
"328","Arizona","Tucson",2009,5,21,1.38439,3.296304725,43
"329","Arizona","Tucson",2009,6,18,1.60249,2.9465118625,38
"330","Arizona","Tucson",2009,7,17,1.44982,2.720866925,43
"331","Arizona","Tucson",2009,8,20,2.10412,2.208538775,42
"332","Arizona","Tucson",2009,9,17,1.16629,2.87421875,39.5
"333","Arizona","Tucson",2009,10,28,1.90783,4.286875,32
"334","Arizona","Tucson",2009,11,33.5,2.67118,5.0278631375,31
"335","Arizona","Tucson",2009,12,35,2.86421,6.835101275,26
"336","Arizona","Tucson",2010,1,30,2.7148,6.365211225,28
"337","Arizona","Tucson",2010,2,31,2.4156196596,5.8987540875,32.5
"338","Arizona","Tucson",2010,3,31,1.16629,5.009788775,39
"339","Arizona","Tucson",2010,4,24,1.569775,3.539898725,42
"340","Arizona","Tucson",2010,5,22,1.68973,3.250726275,47
"341","Arizona","Tucson",2010,6,19.5,2.86421,3.217726575,42.5
"342","Arizona","Tucson",2010,7,11,3.36421,2.606148725,41
"343","Arizona","Tucson",2010,8,16,3.16955,2.57,45
"344","Arizona","Tucson",2010,9,25,2.7148,3.2688006375,42
"345","Arizona","Tucson",2010,10,23,0.655385,2.44046875,35.5
"346","Arizona","Tucson",2010,11,32,0.86258,4.688984375,34.25
"347","Arizona","Tucson",2010,12,30,1.1743747092,5.603179975,24.5
"348","Arkansas","North Little Rock",2007,1,23,7.7044,9.937601275,21
"349","Arkansas","North Little Rock",2007,2,26.5,8.3943146596,8.8411993625,28
"350","Arkansas","North Little Rock",2007,3,24,7.5827431064,7.889375,35
"351","Arkansas","North Little Rock",2007,4,25,6.5328915532,6.991773725,42
"352","Arkansas","North Little Rock",2007,5,25,7.5827431064,6.6965625,40
"353","Arkansas","North Little Rock",2007,6,22.5,7.1450568936,5.7688556125,42.5
"354","Arkansas","North Little Rock",2007,7,17,7.5578168936,7.708648725,34
"355","Arkansas","North Little Rock",2007,8,21,9.7263537872,10.046038775,48
"356","Arkansas","North Little Rock",2007,9,25,9.3275431064,10.979788775,34
"357","Arkansas","North Little Rock",2007,10,23,9.3524693192,8.7146875,28
"358","Arkansas","North Little Rock",2007,11,24,10.3003884468,11.5761993625,23.5
"359","Arkansas","North Little Rock",2007,12,23,10.9990506808,11.4496875,19
"360","Arkansas","North Little Rock",2008,1,24,9.2625594184,11.558125,25
"361","Arkansas","North Little Rock",2008,2,25,4.8364568936,6.003257475,25
"362","Arkansas","North Little Rock",2008,3,20,5.4596,5.588125,36
"363","Arkansas","North Little Rock",2008,4,19,4.2548566028,5.082086225,36
"364","Arkansas","North Little Rock",2008,5,18,4.0388337872,4.684476275,38
"365","Arkansas","North Little Rock",2008,6,14,3.7521884468,8.746117025,34.5
"366","Arkansas","North Little Rock",2008,7,18,4.3379431064,6.485726275,41
"367","Arkansas","North Little Rock",2008,8,18,4.8545605816,5.298961225,40
"368","Arkansas","North Little Rock",2008,9,17,5.34892,6.6061993625,31.5
"369","Arkansas","North Little Rock",2008,10,22,5.19788,7.7809375,30
"370","Arkansas","North Little Rock",2008,11,25,6.19951,6.594163775,24.5
"371","Arkansas","North Little Rock",2008,12,18,5.37236,6.991773725,22
"372","Arkansas","North Little Rock",2009,1,21,6.02503,6.2628125,23
"373","Arkansas","North Little Rock",2009,2,22.5,6.079555,6.57609375,30.5
"374","Arkansas","North Little Rock",2009,3,17,7.21643,5.239242525,31
"375","Arkansas","North Little Rock",2009,4,19.5,4.06376,5.606195025,41
"376","Arkansas","North Little Rock",2009,5,18,3.78023,5.37125,31
"377","Arkansas","North Little Rock",2009,6,16,4.0762231064,5.2879569875,40
"378","Arkansas","North Little Rock",2009,7,14,3.91109,6.1965625,39
"379","Arkansas","North Little Rock",2009,8,18,4.39091,6.521875,35
"380","Arkansas","North Little Rock",2009,9,16.5,5.0981768936,5.37125,31
"381","Arkansas","North Little Rock",2009,10,17,5.3598968936,5.4796875,21
"382","Arkansas","North Little Rock",2009,11,19.5,5.752405,9.3510585,28
"383","Arkansas","North Little Rock",2009,12,21,6.1839306808,10.262913775,22
"384","Arkansas","North Little Rock",2010,1,24,4.03186,6.9796875,25
"385","Arkansas","North Little Rock",2010,2,24.5,3.8200275,7.75382595625,30.5
"386","Arkansas","North Little Rock",2010,3,20,4.24996,6.54296875,38
"387","Arkansas","North Little Rock",2010,4,21,3.2856825,6.52338469375,42.5
"388","Arkansas","North Little Rock",2010,5,18,2.953895,5.6061993625,37
